,Title,Link,Location,Latitude,Longitude,NumReviews,PriceRange,Tags,Categories,Address
103,Fong Sheng Hao,/fongshenghaosg,Paya Lebar,1.3176146,103.892841,31,~$10/pax,['Featured In 1 Guide'],"['Taiwanese', ' Cafes & Coffee', ' Sandwiches', ' Breakfast & Brunch']",10 Paya Lebar Road #B2-04 PLQ Mall Singapore 409057
104,Merely Ice Cream (Sunshine Plaza),/merely-ice-cream,Bras Basah,1.3001646,103.8511305,164,~$5/pax,"['BEYOND', 'Featured In 2 Guides']","['Ice Cream & Yoghurt', ' Desserts', ' Waffles', ' 1-for-1 Deals']",91 Bencoolen Street #01-13 Sunshine Plaza Singapore 189652
105,The Dark Gallery (Millenia Walk),/the-dark-gallery-milleniawalk,Millenia Walk,1.2922572,103.8597696,180,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Ice Cream & Yoghurt', ' Desserts', ' Cafes & Coffee', ' 1-for-1 Deals']",9 Raffles Boulevard #01-K5 Millenia Walk Singapore 039596
106,AMANO,/amano-ristorante,Bukit Timah,1.3243611,103.7968008,3,~$25/pax,"['BEYOND', 'Featured In 1 Guide']","['Italian', ' Pasta', ' Pizza', ' Date Night', ' 1-for-1 Deals', ' Burpple Beyond', ' Newly Opened']",76 Namly Place Singapore 267226
107,Columbus Coffee Co.,/columbus-coffee-co,Thomson,1.3527966,103.8352649,195,~$20/pax,['Hot 100 2019'],"['Pasta', ' Desserts', ' Cafes & Coffee', ' Burgers', ' Breakfast & Brunch', ' Waffles', ' Bread']",220 Upper Thomson Road Singapore 574352
108,Twenty Grammes (Bugis),/twenty-grammes,Bugis,1.303306,103.859299,281,~$15/pax,"['BEYOND', 'Featured In 2 Guides', 'Inside Scoop']","['Ice Cream & Yoghurt', ' Desserts', ' Cafes & Coffee', ' Waffles', ' 1-for-1 Deals']",753 North Bridge Road #01-01 Singapore 198721
109,Läderach Swiss Chocolatier,/laderach-swiss-chocolatier,Changi,1.3583193,103.9889212,15,~$15/pax,[],['Desserts'],78 Airport Boulevard #01-241 Jewel Changi Airport Singapore 819666
110,Hatter Street (Kovan),/hatter-street-bakehouse-cafe,Kovan,1.3594475,103.8881484,290,~$10/pax,"['BEYOND', 'Featured In 3 Guides']","['Burpple Guides', ' Desserts', ' Cafes & Coffee', ' Cakes', ' Waffles', ' 1-for-1 Deals', ' Burpple Beyond']",212 Hougang Street 21 #01-333 Singapore 530212
111,Cluck Cluck,/cluck-cluck-rochor-nafa,Bencoolen,1.2997784,103.8519094,8,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['1-for-1 Deals', ' Western', ' Waffles', ' Burpple Beyond']",80 Bencoolen Street #01-15 NAFA Campus 1 Wing A  Singapore 189655
112,Dink Dink Thai Street Cafe,/dink-dink-thai-street-cafe,Novena,1.3209098,103.8430279,19,~$10/pax,['BEYOND'],"['Thai', ' 1-for-1 Deals', ' Burpple Beyond']",103 Irrawaddy Road #01-08 Royal Square at Novena Singapore 329566
113,6 Letter Coffee,/6lettercoffee,Tanjong Katong,1.3080164,103.8954001,24,~$20/pax,"['BEYOND', 'Featured In 1 Guide']","['Breakfast & Brunch', ' Cafes & Coffee', ' 1-for-1 Deals', ' Burpple Beyond']",259 Tanjong Katong Road Singapore 437047
114,WANTON Seng's Noodle Bar,/wanton-sengs-noodle-bar,Tanjong Pagar,1.2801431,103.8467801,207,~$20/pax,"['BEYOND', 'Hot 100 2019', 'Featured In 2 Guides']","['Local Delights', ' Dinner with Drinks', ' Hawker Food', ' 1-for-1 Deals']",52 Amoy Street Singapore 069878
115,Manpei,/manpei,Clarke Quay,1.2890725,103.8428479,20,~$15/pax,"['BEYOND', 'Featured In 1 Guide']","['Ramen', ' Hidden Gem', ' Late Night', ' Japanese', ' Dinner with Drinks', ' 1-for-1 Deals']",5 Magazine Road #01-01 Central Mall Singapore 059571
116,Kai Duck,/kai-duck,Orchard,1.3026716,103.8343967,9,~$30/pax,[],"['Chinese', ' Newly Opened']",391 Orchard Road #05-10/11 Ngee Ann City Singapore 238873
117,Dosirak (Suntec City),/dosirak-suntec-city,Esplanade,1.2957055,103.8597298,9,~$15/pax,['BEYOND'],"['Korean', ' Cheap & Good', ' 1-for-1 Deals', ' Healthy', ' Burpple Beyond']",3 Temasek Boulevard #B1-170 Suntec City Fountain of Wealth Singapore 038983
118,The Plain Jane,/the-plain-jane,Serangoon,1.3565627,103.8735545,222,~$10/pax,"['BEYOND', 'Featured In 3 Guides']","['Desserts', ' Cafes & Coffee', ' Cakes', ' 1-for-1 Deals']",211 Serangoon Avenue 4 #01-10 Singapore 550211
119,Alley on 25,/alley-on-25,Bugis,1.300049,103.8572,89,~$10/pax,[],"['Great View', ' Date Night']",5 Fraser Street Level 25 Andaz Singapore Singapore 189354
120,The Laneway Market,/the-laneway-market,Jalan Besar,1.307308,103.858887,48,~$25/pax,"['BEYOND', 'Featured In 1 Guide']","['Bars', ' Cafes & Coffee', ' Sandwiches', ' Western', ' Good For Groups', ' 1-for-1 Deals']",3 King George's Avenue Singapore 208582
121,Kei Kaisendon (Paya Lebar Square),/kei-kaisendon-1,Paya Lebar,1.3191685,103.8925591,15,~$20/pax,['BEYOND'],"['Chirashi', ' Seafood', ' Japanese', ' 1-for-1 Deals', ' Burpple Beyond']",60 Paya Lebar Road #01-84 Paya Lebar Square Singapore 409051
122,Xiang Hao Chi 饗好吃,/xiang-dessert-food,Thomson,1.3529826,103.8352528,38,~$20/pax,['BEYOND'],"['Taiwanese', ' Desserts', ' Supper', ' 1-for-1 Deals']",224 Upper Thomson Road #01-224 Singapore 574356
123,Souperstar (Tanjong Pagar Centre),/souperstar-1,Tanjong Pagar,1.2769466,103.8462688,66,~$10/pax,"['BEYOND', 'Featured In 2 Guides']","['Soup', ' Salads', ' 1-for-1 Deals', ' Healthy']",7 Wallich Street #B2-31 Guoco Tower Singapore 078884
124,Merci Marcel (Palais Renaissance),/merci-marcel-orchard-road,Orchard,1.3066492,103.8295057,8,~$35/pax,[],"['French', ' Date Night', ' Desserts', ' Breakfast & Brunch', ' Cafes & Coffee']",390 Orchard Road #01-03/04 Palais Renaissance Singapore 238871
125,The Armoury,/the-armoury-gastrobar,City Hall,1.2957656,103.8561785,109,~$30/pax,"['BEYOND', 'Featured In 2 Guides']","['Steak', ' Buffets', ' Bars', ' Burgers', ' Late Night', ' Craft Beer', ' 1-for-1 Deals', ' Western']",36 Beach Road Singapore 189766
126,Kajiken (Square 2),/kajiken-2,Novena,1.3208491,103.8438634,86,~$15/pax,"['BEYOND', 'Featured In 2 Guides']","['Ramen', ' Japanese', ' 1-for-1 Deals']",10 Sinaran Drive #02-03 Square 2 Singapore 307506
127,The Boneless Kitchen (Tai Seng),/the-boneless-kitchen-1,Macpherson,1.336039,103.886072,57,~$15/pax,['Featured In 1 Guide'],"['Vegetarian', ' Korean', ' Healthy']",1 Irving Place #01-31 The Commerze @ Irving Singapore 369546
128,Tsui Wah (The Heeren),/tsui-wah-singapore-2,Somerset,1.3027635,103.837358,13,~$15/pax,[],"['Chinese', ' Cafes & Coffee']",260 Orchard Road #02-02 The Heeren Singapore 238855
129,Denzy Gelato,/denzy-gelato,Bishan,1.3491697,103.8492973,74,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Ice Cream & Yoghurt', ' Desserts', ' Cafes & Coffee', ' Waffles', ' 1-for-1 Deals']",506 Bishan Street 11 #01-404 Singapore 570506
130,Chunky Lobsters (Oxley Tower),/chunkylobsters,Tanjong Pagar,1.278646,103.8484196,45,~$15/pax,"['BEYOND', 'Hot 100 2019', 'Featured In 1 Guide']","['Seafood', ' Cheap & Good', ' 1-for-1 Deals', ' Western', ' Burpple Beyond']",138 Robinson Road #02-03 Oxley Tower Singapore 068906
131,Atlas Coffeehouse,/atlas-coffeehouse,Bukit Timah,1.3230359,103.8120957,632,~$25/pax,['Featured In 5 Guides'],"['Desserts', ' Breakfast & Brunch', ' Cafes & Coffee', ' Waffles']",6 Duke's Road Singapore 268886
132,Uni Gallery by OosterBay,/uni-gallery-by-oosterbay,Beach Road,1.2998004,103.8605856,73,~$40/pax,"['BEYOND', 'Hot 100 2019', 'Featured In 1 Guide']","['Seafood', ' Chirashi', ' Japanese', ' 1-for-1 Deals']",7500A Beach Road #B1-310 The Plaza Singapore 199591
133,IZY FOOK,/izy-fook,Club Street,1.2824263,103.846543,50,~$30/pax,['Featured In 1 Guide'],"['Bars', ' Japanese', ' Cocktails']",27 Club Street Singapore 069413
134,Supply & Demand (orchardgateway),/supply-demand-orchard-gateway,Somerset,1.300579,103.83963,357,~$30/pax,[],"['Italian', ' Pasta', ' Pizza', ' Good For Groups']",277 Orchard Road #02-13/14 orchardgateway Singapore 238858
135,Kyushu Pancake Café,/kyushu-pancake-cafe-singapore,Novena,1.3215188,103.8415165,154,~$20/pax,"['BEYOND', 'Featured In 1 Guide']","['Desserts', ' Japanese', ' Cafes & Coffee', ' Breakfast & Brunch', ' 1-for-1 Deals', ' Burpple Beyond']",275 Thomson Road #01-08 Novena Regency Singapore 307645
136,The Communal Place,/the-communal-place,Marine Parade,1.3067012,103.9047474,133,~$25/pax,"['BEYOND', 'Hot 100 2019', 'Featured In 1 Guide']","['Breakfast & Brunch', ' Cafes & Coffee', ' Dinner with Drinks', ' Good For Groups', ' 1-for-1 Deals', ' Burpple Beyond']",465 Joo Chiat Road #01-00 Singapore 427677
137,Oatberry Granola Kitchen,/oatberry-granola-kitchen,Labrador,1.2717906,103.8098756,2,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Desserts', ' Breakfast & Brunch', ' 1-for-1 Deals', ' Healthy', ' Burpple Beyond']",46 Telok Blangah Drive #01-85 Singapore 100046
138,Kei Kaisendon (Square 2),/kei-kaisendon,Novena,1.3210087,103.8439642,33,~$20/pax,['BEYOND'],"['Chirashi', ' Japanese', ' 1-for-1 Deals', ' Burpple Beyond']",10 Sinaran Drive #02-95/96 Square 2 Singapore 307506
139,Giardino Pizza Bar & Grill,/pizza-giardino-chimes,City Hall,1.2953666,103.8524679,13,~$30/pax,"['BEYOND', 'Featured In 1 Guide']","['Italian', ' Pizza', ' 1-for-1 Deals', ' Burpple Beyond']",30 Victoria Street #01-32 CHIJMES Singapore 187996
140,FIVE Izakaya Bar,/five-izakaya-bar-ccp,Tampines,1.3336995,103.9629169,27,~$25/pax,[],"['Bars', ' Late Night', ' Japanese', ' Dinner with Drinks']",5 Changi Business Park Central 1 #01-66/67 Changi City Point Singapore 486038
141,Ramen Champion (Bugis+),/ramen-champion,Bugis,1.2992503,103.8541781,340,~$20/pax,['Featured In 1 Guide'],"['Ramen', ' Japanese']",201 Victoria Street #04-10 Bugis+ Singapore 188067
142,Brine,/brine-singapore,Bugis,1.303569,103.859761,136,~$25/pax,"['BEYOND', 'Featured In 1 Guide']","['Date Night', ' Breakfast & Brunch', ' Cafes & Coffee', ' 1-for-1 Deals', ' Western']",775 North Bridge Road Hotel Clover Singapore 198743
143,Kanpai Izakaya & Bar,/kanpai-izakaya-bar,Holland,1.311763,103.794398,29,~$25/pax,"['BEYOND', 'Featured In 1 Guide']","['Bars', ' Sushi', ' Late Night', ' Japanese', ' Dinner with Drinks', ' 1-for-1 Deals']",40 Lorong Mambong Singapore 277695
144,Roots Mediterranean,/roots-mediterranean,Bukit Timah,1.33135,103.807347,10,~$40/pax,[],"['Italian', ' Pasta', ' Pizza', ' Mediterranean', ' Dinner with Drinks']",2 Greenwood Avenue Singapore 289189
145,Spicy Rock,/spicy-rock,City Hall,1.2930748,103.8510451,9,~$15/pax,"['BEYOND', 'Featured In 1 Guide']","['Ramen', ' Japanese', ' 1-for-1 Deals', ' Burpple Beyond']",13 Stamford Road #B2-51 Capitol Piazza Singapore 178905
146,TAP Craft Beer Bar (Raffles City),/tap-craft-beer-raffles,City Hall,1.2939208,103.8533896,1,~$25/pax,['BEYOND'],"['Bars', ' Dinner with Drinks', ' Good For Groups', ' 1-for-1 Deals', ' Burpple Beyond', ' Newly Opened']",252 North Bridge Road #01-15 Raffles City Singapore 179103
147,Fuel Plus+,/fuel-plus,Harbourfront,1.2697011,103.8149345,278,~$25/pax,"['BEYOND', 'Featured In 3 Guides']","['Cafes & Coffee', ' Breakfast & Brunch', ' 1-for-1 Deals', ' Burpple Beyond']",16 Morse Road #01-207 Singapore 099228
148,Two Men Bagel House (Novena),/two-men-bagel-house-novena,Novena,1.3209331,103.8430947,127,~$15/pax,['Hot 100 2019'],"['Breakfast & Brunch', ' Sandwiches']",103 Irrawaddy Road #01-04 Royal Square at Novena Singapore 329566
149,Delicious Boneless Chicken Rice,/delicious-boneless-chicken-rice,Marine Parade,1.3035933,103.9006488,103,~$10/pax,['Featured In 1 Guide'],"['Chicken Rice', ' Hidden Gem', ' Hawker Food']",865 Mountbatten Road #B1-85/87 Katong Shopping Centre Katong Gourmet Centre Singapore 437844
150,The Fabulous Baker Boy,/the-fabulous-baker-boy,City Hall,1.2918832,103.8461139,433,~$15/pax,"['BEYOND', 'Featured In 5 Guides']","['Burpple Guides', ' Desserts', ' Cafes & Coffee', ' Breakfast & Brunch', ' Cakes', ' 1-for-1 Deals']",70 River Valley Road #01-15 Singapore 179037
151,Bearded Bella,/beardedbella,Tanjong Pagar,1.2773872,103.843034,152,~$15/pax,"['Hot 100 2019', 'Featured In 2 Guides']","['Desserts', ' Breakfast & Brunch', ' Cafes & Coffee', ' Western']",8 Craig Road Singapore 089668
152,Dosirak ([email protected]),/dosirak-somerset-313,Somerset,1.3009665,103.8384727,49,~$15/pax,"['BEYOND', 'Featured In 1 Guide']","['Korean', ' 1-for-1 Deals', ' Healthy']",313 Orchard Road #B2-15 [email protected] Singapore 238895
153,The Dark Gallery (Funan),/the-dark-gallery-funan,City Hall,1.2911354,103.8501524,16,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Ice Cream & Yoghurt', ' Desserts', ' Cafes & Coffee', ' 1-for-1 Deals', ' Burpple Beyond', ' Newly Opened']",107 North Bridge Road #01-14 Funan Singapore 179105
154,Eleven Strands,/eleven-strands,Serangoon,1.3574628,103.8755545,29,~$30/pax,['Featured In 1 Guide'],"['Pasta', ' French', ' Cafes & Coffee', ' Western']",66 Yio Chu Kang Road Singapore 545568
155,Chunky Lobsters (VivoCity),/chunky-lobsters-vivo,Harbourfront,1.2640606,103.8223506,7,~$20/pax,['BEYOND'],"['Seafood', ' Western', ' 1-for-1 Deals', ' Burpple Beyond']",1 Harbourfront Walk #B2-K20 VivoCity Singapore 098585
156,The Social Space (Chinatown),/the-social-space,Chinatown,1.2805458,103.8425682,72,~$15/pax,['BEYOND'],"['Desserts', ' Breakfast & Brunch', ' Cafes & Coffee', ' Sandwiches', ' 1-for-1 Deals', ' Healthy']",333 Kreta Ayer Road #01-14 Singapore 080333
157,Dona Manis Cake Shop,/dona-manis-cake-shop,Marine Parade,1.3037653,103.9009808,72,~$5/pax,['Featured In 2 Guides'],"['Local Delights', ' Desserts', ' Cheap & Good', ' Cakes']",865 Mountbatten Road #B1-93 Katong Shopping Centre Singapore 437844
158,Din Tai Fung (The Centrepoint),/din-tai-fung-centrepoint,Somerset,1.3019515,103.8395289,5,~$25/pax,[],"['Taiwanese', ' Dim Sum', ' Chinese', ' Good For Groups']",176 Orchard Road #02-55/56 The Centrepoint Singapore 238843
159,Five Spice,/five-spice,Changi,1.3583193,103.9889212,36,~$10/pax,[],"['Local Delights', ' Hawker Food']",78 Airport Boulevard #B2-238/239/240 Jewel Changi Airport Singapore 819666
160,Kafe UTU,/kafe-utu,Outram Park,1.2798476,103.84195,98,~$30/pax,['Featured In 2 Guides'],"['Bars', ' Desserts', ' Cafes & Coffee', ' Cocktails', ' Breakfast & Brunch']",12 Jiak Chuan Road Singapore 089265
161,Just Dough (Suntec City),/just-dough,Promenade,1.2948407,103.8586971,114,~$5/pax,[],"['Desserts', ' Bread']",3 Temasek Boulevard #B1-169/170 Suntec City Mall Singapore 038983
162,Han Kee Fish Soup (Amoy Street Food Centre),/han-kee-fish-soup,Tanjong Pagar,1.2790966,103.8464657,39,~$5/pax,['Featured In 1 Guide'],['Hawker Food'],7 Maxwell Road #02-129 Amoy Street Food Centre Singapore 069111
163,Maxwell Food Centre,/maxwell-food-centre,Tanjong Pagar,1.2804306,103.8448218,437,~$10/pax,['Featured In 4 Guides'],"['Burpple Guides', ' Hawker Food', ' Cheap & Good']",1 Kadayanallur Street Maxwell Food Centre Singapore 069184
164,Nanyang Chicken,/nanyang-chicken,Clarke Quay,1.2869713,103.8480915,9,~$15/pax,"['BEYOND', 'Featured In 2 Guides']","['Chicken Rice', ' Chinese', ' Cheap & Good', ' 1-for-1 Deals']",70 South Bridge Road Singapore 058700
165,Afterwit - Mexican Taqueira,/afterwit,Bugis,1.303471,103.859986,70,~$25/pax,['BEYOND'],"['Mexican', ' Breakfast & Brunch', ' Cafes & Coffee', ' 1-for-1 Deals', ' Halal', ' Burpple Beyond']",778 North Bridge Road Singapore 198746
166,Olla Specialty Coffee (Sunset Way),/olla-coffee,Clementi,1.3222301,103.7705903,19,~$5/pax,"['BEYOND', 'Featured In 1 Guide']","['Cafes & Coffee', ' 1-for-1 Deals']",109 Clementi Street 11 #01-03 Singapore 120109
167,11 Hamilton,/11hamiltonsg,Jalan Besar,1.3113891,103.8607906,87,~$25/pax,['Featured In 2 Guides'],"['Pasta', ' Cafes & Coffee', ' Breakfast & Brunch', ' Good For Groups']",11 Hamilton Road Singapore 209182
168,RONIN,/ronin,Clarke Quay,1.287637,103.847303,569,~$20/pax,['Featured In 8 Guides'],"['Burpple Guides', ' Desserts', ' Breakfast & Brunch', ' Cafes & Coffee']",17 Hong Kong Street Singapore 059660
169,Grids & Circles,/gridscircles,Chinatown,1.2836132,103.8458561,120,~$20/pax,"['BEYOND', 'Featured In 2 Guides']","['Breakfast & Brunch', ' Cafes & Coffee', ' Craft Beer', ' 1-for-1 Deals']",200 South Bridge Road Singapore 058749
170,Stackz,/stackz,Balestier,1.3270618,103.8464431,2,~$20/pax,"['BEYOND', 'Featured In 1 Guide']","['Desserts', ' Breakfast & Brunch', ' Western', ' Good For Groups', ' 1-for-1 Deals', ' Burpple Beyond', ' Newly Opened']",20 Ah Hood Road #01-15 Zhongshan Mall Singapore 329984
171,Lau Wang Claypot Delights (Punggol),/lau-wang-claypot-delights-punggol,Punggol,1.4031154,103.9132209,10,~$10/pax,['BEYOND'],"['Chinese', ' Hawker Food', ' 1-for-1 Deals', ' Burpple Beyond']",681 Punggol Drive #01-15 Oasis Terraces Singapore 820681
172,Ramen Nagi (Suntec City),/ramen-nagi-singapore,Promenade,1.29558,103.85881,241,~$15/pax,"['Hot 100 2019', 'Featured In 1 Guide']","['Ramen', ' Rainy Day Comforts', ' Japanese']",3 Temasek Boulevard #01-512/513 Suntec City Singapore 038989
173,Les Amis,/les-amis,Orchard,1.3061971,103.8318606,239,~$270/pax,['Featured In 2 Guides'],"['Burpple Guides', ' Michelin Guide Singapore 2018', ' Michelin Guide Singapore 2019', ' French', ' Date Night', ' Dinner with Drinks', ' European', ' Michelin Guide Singapore 2017', ' Fine Dining']",1 Scotts Road #01-16 Shaw Centre Singapore 228208
174,Dashi Master Marusaya,/marusaya,Robertson Quay,1.2902499,103.8371559,19,~$35/pax,"['BEYOND', 'Featured In 1 Guide']","['Japanese', ' 1-for-1 Deals']",80 Robertson Quay #01-01 Robertson Blue Singapore 238245
175,Nayuki (Funan),/nayuki-funan,City Hall,1.2911354,103.8501524,31,~$10/pax,[],"['Desserts', ' Fruit Tea', ' Bread', ' Bubble Tea', ' Newly Opened']",107 North Bridge Road #01-01 Funan Singapore 179105
176,Bober Tea (Bukit Panjang Plaza),/bober-tea,Bukit Panjang,1.3799623,103.7643089,5,~$5/pax,"['BEYOND', 'Featured In 1 Guide']","['1-for-1 Deals', ' Burpple Beyond', ' Bubble Tea']",1 Jelebu Road #01-23 Bukit Panjang Plaza Singapore 677743
177,Cultures Specialty Coffee,/cultures-specialty-coffee,Raffles Place,1.2813619,103.8526799,23,~$20/pax,"['BEYOND', 'Featured In 1 Guide']","['Japanese', ' Cafes & Coffee', ' 1-for-1 Deals', ' Newly Opened']",2 Marina Boulevard #B1-04 The Sail Singapore 018987
178,Nanjing Impressions,/nanjing-impressions-plaza-singapura,Dhoby Ghaut,1.299505,103.8455063,94,~$30/pax,['Featured In 1 Guide'],"['Chinese', ' Good For Groups']",68 Orchard Road #04-46/51 Plaza Singapura Singapore 238839
179,Camaca,/camaca,Bukit Timah,1.3370239,103.7794324,30,~$15/pax,"['BEYOND', 'Featured In 2 Guides']","['Ice Cream & Yoghurt', ' Desserts', ' Cafes & Coffee', ' 1-for-1 Deals']",9 King Albert Park #01-11/12 kap Singapore 598332
180,Malaysia Boleh! (Jurong Point),/malaysia-boleh,Boon Lay,1.3391132,103.7049489,264,~$5/pax,[],"['Kopitiam', ' Hawker Food']",63 Jurong West Central 3 #03-28 Jurong Point Singapore 648331
181,The Coffee Academics (Raffles City),/the-coffee-academics-raffles-city,City Hall,1.2936217,103.8539237,232,~$30/pax,"['BEYOND', 'Featured In 2 Guides']","['Desserts', ' Cafes & Coffee', ' Breakfast & Brunch', ' Western', ' 1-for-1 Deals']",252 North Bridge Road #B1-12 Raffles City Shopping Centre Singapore 179103
182,The Garden Slug,/the-garden-slug,Kembangan,1.3118345,103.9105697,184,~$30/pax,['Featured In 2 Guides'],"['Pasta', ' Cafes & Coffee', ' Burgers', ' Sandwiches', ' Breakfast & Brunch', ' Western']",55 Lorong L Telok Kurau #01-59/61 Bright Centre Singapore 425500
183,KOMA Singapore,/koma-singapore,Marina Bay,1.2837366,103.8591923,15,~$30/pax,[],"['Bars', ' Late Night', ' Japanese', ' Dinner with Drinks', ' Cocktails']",2 Bayfront Avenue #B1-67 The Shoppes at Marina Bay Sands Singapore 018972
184,GAKE,/gake,Clarke Quay,1.2880169,103.8477094,64,~$30/pax,"['BEYOND', 'Featured In 1 Guide']","['Japanese', ' Dinner with Drinks', ' 1-for-1 Deals']",36 Carpenter Street Singapore 059915
185,The Carving Board,/the-carving-board-sg,Jurong East,1.3436674,103.7381282,96,~$15/pax,['Featured In 2 Guides'],"['Steak', ' Pasta', ' Burgers', ' Cheap & Good', ' Western']",252 Jurong East Street 24 #01-07  Singapore 600252
186,Chong Qing Grilled Fish (Serangoon),/chong-qing-grilled-fish-serangoon,Serangoon,1.3646224,103.8657663,19,~$25/pax,[],"['Rainy Day Comforts', ' Seafood', ' Chinese', ' Supper']",2 Maju Avenue #01-60 Singapore 556680
187,COMO Cuisine,/como-cuisine,Dempsey,1.3059828,103.8105776,53,~$55/pax,[],['Date Night'],18A Dempsey Road Singapore 249677
188,Crossroads Cafe (Singapore Marriott Tang Plaza Hotel),/crossroads-cafe,Orchard,1.3052351,103.8327635,13,~$50/pax,['BEYOND'],"['Bars', ' Local Delights', ' Burgers', ' Cafes & Coffee', ' Dinner with Drinks', ' Cocktails', ' 1-for-1 Deals', ' Western', ' Burpple Beyond']",320 Orchard Road Ground Floor Singapore Marriott Tang Plaza Hotel Singapore 238865
189,Origin + Bloom,/origin-bloom,Marina Bay,1.2830096,103.8578751,11,~$15/pax,['Featured In 1 Guide'],"['Desserts', ' Cafes & Coffee', ' Sandwiches', ' Cakes', ' Newly Opened']",10 Bayfront Avenue Lobby Marina Bay Sands Hotel Tower 3 Singapore 018956
190,Nakhon Kitchen (VivoCity),/nakhon-kitchen-vivocity,Harbourfront,1.2640606,103.8223506,6,~$15/pax,[],"['Thai', ' Newly Opened']",1 Harbourfront Walk #B2-23C VivoCity Singapore 098585
191,Kok Sen Restaurant,/kok-sen-restaurant,Outram Park,1.2802561,103.8417121,249,~$15/pax,['Featured In 6 Guides'],"['Burpple Guides', ' Local Delights', ' Zi Char', ' Cheap & Good', ' Hawker Food', ' Good For Groups']",30-32 Keong Saik Road Singapore 089137
