,ReviewTitle,RestaurantAddress,RestaurantName,Review,Food,RestaurantReview,FoodReview,RestaurantFeature(spacy),FoodFeature(spacy),RestaurantFeature(vader),FoodFeature(vader)
696,Regret not having more #pho when in Vietnam!,Ho Chi Minh City,Phở Hoà Pastuer,"Last breakfast of the trip was at Pho Hoa. Their 40+ years old recipe of Southern style pho comes with a sweeter broth that works beautifully with a dash of lime and generous handful of basil leaves. Because of the many tourists that come over the years, it's said that portions have also evolved to become larger at this family-owned establishment. Interestingly enough, they also serve 'Youtiao' (Chinese cruller) and 'Baos' here.📍 Pho Hoa Pasteur260C Pasteur Street, Ward 8, District 3, Ho Chi Minh City .......#nothingisordinary #myfab5 #f52grams #dailyfoodfeed #lovefood #eatingfortheinsta #flatlay #spoonfeed #huffposttaste #infatuation #buzzfeast #feedyoursoull #cheatmeal #tastingtable #forkyeah #heresmyfood #eater #vietnam #saigonstyle #saigon #hcmclife #hcmc #shotoniphone #iphoneonly #burpple #jazpsterhcmc #jazpstervietnam #phohoapasteur #googlelocalguides","basil,basil leaves,broth,pho","because of the many tourists that come over the years, it's said that portions have also evolved to become larger at this family-owned establishment.","last breakfast of the trip was at pho hoa. their 40+ years old recipe of southern style pho comes with a sweeter broth that works beautifully with a dash of lime and generous handful of basil leaves. interestingly enough, they also serve 'youtiao' (chinese cruller) and 'baos' here. 📍 pho hoa pasteur260c pasteur street, ward 8, district 3, ho chi minh city .......                            ","come,said,evolved,larger,owned","old,southern,comes,sweeter,works,generous,serve,chinese,📍,pasteur,ho,chi,minh",,"beautifully,generous,interestingly"
697,Regular Bowl,"114 Lavender Street, Singapore",Crown Coffee (CT Hub 2),"Italian inspired. Gourmet coffee from Rome.Regular: 1 base, 1 protein, 4 supplements, 1 topping & 1 sauce.Base: 1/2 soba + 1/2 romaine lettuceProtein: slow cooked roasted pork belly (thick cut)Supplement: chickpea, edamame, broccoli & baked purple sweet potatoesTopping: dried cranberriesSauce: Japanese roasted sesame Smiling service & really cool interior.","berries,coffee,lettuce,pork,pork belly,potato,roasted pork,romaine lettuce,sweet potato","italian inspired. regular: 1 base, 1 protein, 4 supplements, 1 topping & 1 sauce. japanese roasted sesame smiling service & really cool interior.","gourmet coffee from rome. base: 1/2 soba + 1/2 romaine lettuceprotein: slow cooked roasted pork belly (thick cut)supplement: chickpea, edamame, broccoli & baked purple sweet potatoestopping: dried cranberriessauce:","italian,inspired,regular,topping,japanese,roasted,smiling,cool","soba,slow,cooked,roasted,thick,baked,purple,sweet,dried","inspired,smiling,cool",sweet
698,Regular Hitsumabushi,"201 Victoria Street, Singapore",Una Una,"Giving the other unagi specialty restaurants a run for their money, Una Una’s Regular Hitsumabushi ($14.80) was pretty darn satisfying especially due to the fact that I didn’t have to compete with a snaking queue. Surprisingly good, the eel did not have any fishy odor and was quite plump. Fairly smoky, the best part of the charcoal-grilled unagi was the soft interior as some tend to dry out while trying to achieve the glisteningly crisp exterior in my opinion - so their rendition had both. As for the array of condiments, namely spring onions, wasabi, nori and dashi; they were pretty standard. Though my main qualms were that the dashi that lacked oomph and the slightly sweeter tare could be made more savoury. Nevertheless, it was a steal for the portion!","fish,spring onions,tea,unagi,wasabi",while trying to achieve the glisteningly crisp exterior in my opinion - so their rendition had both. though my main qualms were that the dashi that lacked oomph and the slightly sweeter tare could be made more savoury.,"giving the other unagi specialty restaurants a run for their money, una una’s regular hitsumabushi ($14.80) was pretty darn satisfying especially due to the fact that i didn’t have to compete with a snaking queue. surprisingly good, the eel did not have any fishy odor and was quite plump. fairly smoky, the best part of the charcoal-grilled unagi was the soft interior as some tend to dry out as for the array of condiments, namely spring onions, wasabi, nori and dashi; they were pretty standard. nevertheless, it was a steal for the portion!","trying,achieve,glisteningly crisp,main,lacked,slightly sweeter","giving,unagi,restaurants,una,regular,hitsumabushi,pretty darn satisfying,compete,snaking,surprisingly good,fishy,plump,fairly smoky,best,grilled,soft,tend,dry,nori,pretty standard",,"giving,pretty,satisfying,surprisingly,good,best,steal"
699,Restaurant Quality Hawker Food at Haig Road Hawker Centre,4d ago,Maureen Ow,Chef Chik has some off-menu require you to place an order in advance. This Black Bean Steamed Red Snapper is one of them.Read more: https://www.misstamchiak.com/chef-chik/,tea,chef chik has some off-menu require you to place an order in advance. read more: https://www.misstamchiak.com/chef-chik/,this black bean steamed red snapper is one of them.,"require,place,read","black,steamed,red",,
700,Rise and shine to a new week!✨☀️Ft.,"333 Kreta Ayer Road, Singapore",Sugar Thieves,"this cute dessert ; Sunny Bali($9.50) from @sugarthieves.co . Super smooth and light coconut mousse, refreshing due to the use of lime as well as the incorporation of tropical fruits such as mangoes and pineapples. Loved the base of coconut crunch which was fragrant and not too sweet as well 😋...#burpple #burpplesg #dessert #cake #sweettooth #moussecake #whati8todaysg #whati8today #sgeats #eatmoresg #instafood_sg #singaporefoodlisting #sgfoodblogger #sgfoodies #sgfood #sgfoodhunt #sgfoodhunter #sgfoodtrend #myfooddiary #sgfooddiary #sgcafe #sgcafefood #sgcafehopping #foodforfoodie #foodforfoodies #foodexplorer #foodreviewsMR #singaporeeats #hungryalreadyeats #singaporeinsiders","apple,cake,dessert,fruit,mango,nut,pineapple,tropical fruits",,"this cute dessert ; sunny bali($9.50) from .co . super smooth and light coconut mousse, refreshing due to the use of lime as well as the incorporation of tropical fruits such as mangoes and pineapples. loved the base of coconut crunch which was fragrant and not too sweet as well 😋...                             ",,"cute,sunny,super smooth,light,coconut,tropical,loved,fragrant,sweet,😋",,"cute,sunny,super,loved,sweet"
701,Roasted Eggplant with Coconut Mornay,"21 Campbell Lane, Singapore",Meatsmith (Little India),"One of my (many) favourites of the night would be this spit-roasted eggplant, which was smoky, soft, coated with a well-balanced sweet and tangy tamarind/ date glaze. I loved the savory addition of Parmesan cheese!Thank you @meatsmith_sg for having us and #burpple for the invite!PS. Enjoy 1-for-1 with #BurppleBeyond here! Do check on any deal restrictions☺️","cheese,date,egg,meat,meats,tamarind",enjoy 1-for-1 with  here! do check on any deal restrictions☺ ️,"one of my (many) favourites of the night would be this spit-roasted eggplant, which was smoky, soft, coated with a well-balanced sweet and tangy tamarind/ date glaze. i loved the savory addition of parmesan cheese!thank you  for having us and  for the invite!ps.","enjoy,check","roasted,smoky,soft,coated,balanced,sweet,tangy,loved,parmesan,having","enjoy,☺","sweet,loved"
702,Roasted Irish Duck Rouennaise @ Pixy.,"16 Mohamed Sultan Road, Singapore",Pixy,"A contemporary dinner-only restaurant that serves up delicious yet reasonably priced Japanese French fusion..A thick and succulent Irish duck breast is roasted till the skin turns slightly crisp on the surface, yet retains a soft chew underneath..The duck breast is moist and tender, with a dense bouncy chew akin to a good medium rare steak. This has lovely meaty savoury salty flavour, with a hint of smoky notes..Accompanied with sliced chargrilled vegetables (baby potato, carrot, brussel sprout) which lend a soft crunch and bright vegetal sweet smoky flavour..Plated over a generous serving of rich gravy, made from a blend of red wine, duck fat, and pureed foie gras, reduced till it achieves a thick velvety consistency, with bold earthy meaty savoury sweet flavour..A creamy cauliflower mousse with delicate vegetal sweet flavour, and a quenelle of sticky gelatinous orange marmalade with bright tangy zesty sweet sour flavour, rounds out the dish, and helps cut through the heavier flavours of the duck and gravy..Invited tasting. 5-course omakase starts at SGD $100++ per person....PixyMore details in profile & blog","brussel sprout,carrot,cauliflower,cream,duck,duck breast,foie gras,mala,meat,potato,rice,steak,tart,tarts,tea,vegetable,wine",invited tasting. 5-course pixymore details in profile & blog,"a contemporary dinner-only restaurant that serves up delicious yet reasonably priced japanese french fusion.. a thick and succulent irish duck breast is roasted till the skin turns slightly crisp on the surface, yet retains a soft chew underneath.. the duck breast is moist and tender, with a dense bouncy chew akin to a good medium rare steak. this has lovely meaty savoury salty flavour, with a hint of smoky notes.. accompanied with sliced chargrilled vegetables (baby potato, carrot, brussel sprout) which lend a soft crunch and bright vegetal sweet smoky flavour.. plated over a generous serving of rich gravy, made from a blend of red wine, duck fat, and pureed foie gras, reduced till it achieves a thick velvety consistency, with bold earthy meaty savoury sweet flavour.. a creamy cauliflower mousse with delicate vegetal sweet flavour, and a quenelle of sticky gelatinous orange marmalade with bright tangy zesty sweet sour flavour, rounds out the dish, and helps cut through the heavier flavours of the duck and gravy.. omakase starts at sgd $100++ per person....","invited,5-course,profile","contemporary,serves,delicious,reasonably priced,japanese,french,thick,succulent,irish,roasted,turns,slightly crisp,retains,soft,moist,dense,chew,akin,good,medium,rare,lovely,salty,smoky,accompanied,sliced,chargrilled,lend,bright,vegetal,sweet,plated,generous,rich,red,pureed,reduced,achieves,bold,earthy,creamy,cauliflower,delicate,sticky,gelatinous,orange,tangy,sour,rounds,helps,cut,heavier,starts",,"delicious,good,lovely,bright,sweet,generous,rich,bold,helps,cut"
703,Roasted Irish Silver Hill Duck (SGD $38 / $68) @ Famous Treasure.,"13 Stamford Road, Singapore",Famous Treasure,"This is excellent, and I would return again just for this..The duck has been beautifully roasted, with a crisp skin that crackles softly when bit, revealing the tender, moist duck meat beneath..Between is a succulent layer of duck fat (which is easily removed if you choose). This has deep meaty savoury salty flavour which is nicely enticing..Served with a rich sticky plum dipping sauce on the side, which I feel isn't necessary, as the roast duck is delicious on its own..Invited tasting....Famous TreasureMore details in profile & blog","duck,meat,roast duck,veal","this is excellent, and i would return again just for this.. invited tasting.... famous treasuremore details in profile & blog","the duck has been beautifully roasted, with a crisp skin that crackles softly when bit, revealing the tender, moist duck meat beneath.. between is a succulent layer of duck fat (which is easily removed if you choose). this has deep meaty savoury salty flavour which is nicely enticing.. served with a rich sticky plum dipping sauce on the side, which i feel isn't necessary, as the roast duck is delicious on its own..","excellent,return,invited,tasting,famous,treasuremore,profile","beautifully roasted,crisp,crackles,revealing,moist,succulent,easily removed,choose,deep,salty,nicely enticing,served,rich,sticky,dipping,feel,necessary,roast,delicious",excellent,"beautifully,easily,nicely,rich,delicious"
704,Roasted Pork Salad,Taipei,隨意鳥地方101 觀景餐廳 Diamond Tony’s 101 PANORAMA Restaurant,-,,-,,,,,
705,Rollie Olie,"3 Temasek Ave #01-455, Singapore",Rollie Olie,-,,-,,,,,
706,Rose Pistachio,"134 Telok Ayer Street, Singapore",Plain Vanilla Bakery (Telok Ayer),"One of Plain Vanilla Bakery’s Flavours of the Month, the Rose Pistachio was a beautiful union of the two delightful elements. Filled with a rose-scented whipped cream core, the cupcake was topped with a swirl of rose water pistachio buttercream, studded with more crunchy pistachio and finished with a rose bud. Buttery and moist, the hints of floral in the cream seemed to round out the nuttiness. I also found the flavours gentle yet fragrant and refreshing with them complementing one another.","butter,cake,cream,nut,pistachio,whipped cream",i also found the flavours gentle yet fragrant and refreshing with them complementing one another.,"one of plain vanilla bakery’s flavours of the month, the rose pistachio was a beautiful union of the two delightful elements.  filled with a rose-scented whipped cream core, the cupcake was topped with a swirl of rose water pistachio buttercream, studded with more crunchy pistachio and finished with a rose bud. buttery and moist, the hints of floral in the cream seemed to round out the nuttiness.","found,gentle,fragrant,complementing","plain,rose,beautiful,delightful,filled,scented,whipped,topped,studded,crunchy,finished,buttery,floral,round",gentle,"beautiful,delightful"
707,Rose Pistachio (Review2),"134 Telok Ayer Street, Singapore",Plain Vanilla Bakery (Telok Ayer),"One of Plain Vanilla Bakery’s Flavours of the Month, the Rose Pistachio was a beautiful union of the two delightful elements. Filled with a rose-scented whipped cream core, the cupcake was topped with a swirl of rose water pistachio buttercream, studded with more crunchy pistachio and finished with a rose bud. Buttery and moist, the hints of floral in the cream seemed to round out the nuttiness. I also found the flavours gentle yet fragrant and refreshing with them complementing one another.","butter,cake,cream,nut,pistachio,whipped cream",i also found the flavours gentle yet fragrant and refreshing with them complementing one another.,"one of plain vanilla bakery’s flavours of the month, the rose pistachio was a beautiful union of the two delightful elements.  filled with a rose-scented whipped cream core, the cupcake was topped with a swirl of rose water pistachio buttercream, studded with more crunchy pistachio and finished with a rose bud. buttery and moist, the hints of floral in the cream seemed to round out the nuttiness.","found,gentle,fragrant,complementing","plain,rose,beautiful,delightful,filled,scented,whipped,topped,studded,crunchy,finished,buttery,floral,round",gentle,"beautiful,delightful"
708,SONA 소나Omg..,Sinsa-dong,SONA 소나,"how long have I not posted about my Korea trip... This Champagne Sugar Ball is so pretty and is undeniably the most instagrmmable dessert there that I made a trip to Gangnam for this. What lies in this delicately handcrafted sugar ball are champagne foam, edible flowers, strawberry panna cotta fresh strawberry slices and strawberry consomme on a bed of cheesecake snow. Ordered a tea to go with the drink too.","berry,cake,cheese,cheesecake,dessert,panna cotta,strawberry,strawberry panna cotta,tea",how long have i not posted about my korea trip...,"this champagne sugar ball is so pretty and is undeniably the most instagrmmable dessert there that i made a trip to gangnam for this. what lies in this delicately handcrafted sugar ball are champagne foam, edible flowers, strawberry panna cotta fresh strawberry slices and strawberry consomme on a bed of cheesecake snow. ordered a tea to go with the drink too.","long,posted","pretty,undeniably instagrmmable,gangnam,lies,delicately handcrafted,edible,strawberry,fresh,ordered",,"champagne,pretty,lies,delicately,fresh"
709,SONA 소나Omg.. (Review2),Sinsa-dong,SONA 소나,"how long have I not posted about my Korea trip... This Champagne Sugar Ball is so pretty and is undeniably the most instagrmmable dessert there that I made a trip to Gangnam for this. What lies in this delicately handcrafted sugar ball are champagne foam, edible flowers, strawberry panna cotta fresh strawberry slices and strawberry consomme on a bed of cheesecake snow. Ordered a tea to go with the drink too.","berry,cake,cheese,cheesecake,dessert,panna cotta,strawberry,strawberry panna cotta,tea",how long have i not posted about my korea trip...,"this champagne sugar ball is so pretty and is undeniably the most instagrmmable dessert there that i made a trip to gangnam for this. what lies in this delicately handcrafted sugar ball are champagne foam, edible flowers, strawberry panna cotta fresh strawberry slices and strawberry consomme on a bed of cheesecake snow. ordered a tea to go with the drink too.","long,posted","pretty,undeniably instagrmmable,gangnam,lies,delicately handcrafted,edible,strawberry,fresh,ordered",,"champagne,pretty,lies,delicately,fresh"
710,SR Signature 2019 @singaporeriverone is back for its fifth year.,Singapore,Singapore River,".This year the Top 20 dishes based on 4 categories - taste, plating , originality and value for money..▪Octapas with wining dish - Paella Valenciana.▪Yan Kee Noodle House with wining dish - signature dry mee sua.▪Four Points Eatery @ Four Points with wining dish - Laksa.▪Dashi Master Marusaya with wining dish - A4 Wagyu Beef Shabu Shabu.▪Okinawa Diner Nirai-Kanai with wining dish - Rafute..For more information on SR Signature 2019, visit http://singapore-river.com/srs2019. .#SRSignature2019 #burpple #burpplesg",mee sua,".this year the top 20 dishes based on 4 categories - taste, plating , originality and value for money.. ▪octapas with wining dish - paella valenciana. ▪okinawa diner nirai-kanai with wining dish - rafute.. for more information on sr signature 2019, visit http://singapore-river.com/srs2019. .  ",▪yan kee noodle house with wining dish - signature dry mee sua.▪four points eatery @ four points with wining dish - laksa.▪dashi master marusaya with wining dish - a4 wagyu beef shabu shabu.,"based,originality,▪,wining,dish,diner,visit","▪,kee,wining,dish,dry,sua.,laksa.,dashi,wagyu",value,
711,Sakura Ebi Rice,"583 Orchard Road, Singapore",Horse's Mouth,-,,-,,,,,
712,Sakura Tea,Singapore,茶一巷,Relatively new bubble tea shop in Toa Payoh Hersing centre. The Sakura tea is definitely pretty and refreshing with the added lemon.,"bubble tea,lemon,tea",,relatively new bubble tea shop in toa payoh hersing centre. the sakura tea is definitely pretty and refreshing with the added lemon.,,"relatively new,sakura,definitely pretty,added",,"definitely,pretty"
713,Salads and Chicken Baguette with Cappuccino.,"78 Airport Boulevard, Singapore",Paris Baguette Signature (Jewel Changi Airport),😱🤣👌.. #burpple #singaporefood #food #foodporn #yum #instafood #TagsForLikes #yummy #amazing #instagood #photooftheday #sweet #dinner #lunch #breakfast #fresh #tasty #foodie #delish #delicious #eating #foodpic #foodpics #eat #hungry #foodgasm #hot #foods #myfab5 #shotoniphone11promax,pho,😱 🤣👌..                              ,,🤣,,"😱,🤣,👌",
714,Salmon Avocado Toast,"11 Rhu Cross, Singapore",Kontiki,-,,-,,,,,
715,Salmon Brioche Eggs Ben,"2 Orchard Link, Singapore",The Coffee Bean & Tea Leaf (*SCAPE),"Soft and fluffy brioche bread with melted emmental cheese, smoked salmon, egg and hollandaise sauce. Comes with a salad side with almonds flakes and dried cranberries 》$12.90Thanks @burpple for the invite and @coffeebeansg for hosting.","bean,beans,berries,bread,brioche,brioche bread,cheese,coffee,egg,hollandaise sauce,salad,salmon,smoked salmon",,"soft and fluffy brioche bread with melted emmental cheese, smoked salmon, egg and hollandaise sauce. comes with a salad side with almonds flakes and dried cranberries 》$12.90thanks  for the invite and  for hosting.",,"soft,fluffy,brioche,melted,emmental,smoked,comes,dried,》,hosting",,invite
716,Salted Egg Lava Bread,"13 Stamford Road, Singapore",Wu Pao Chun,A salted egg lava bread is better than a Bao because all you need to do is microwave for 20 secs! Don’t even need to steam!,"bread,egg,salted egg,tea",,a salted egg lava bread is better than a bao because all you need to do is microwave for 20 secs! don’t even need to steam!,,"salted,better,need,microwave,steam",,better
717,Salted Egg Onion Rings $12,"115 King George's Avenue, Singapore",The Refinery,"Fact: salted egg is the new bacon. Salted egg makes everything taste better. EVERYTHING. This was everything I hoped for and more. The onion rings were encased in a beautifully crunchy golden brown thin batter that shatter resoundingly as you bite down. It's accompanying salted egg yolk custard sauce had the right balance of salty, tart and sweet, I only wish there had been more of it. Share with at least 2 friends as it can get quite filling.","bacon,custard,egg,salted egg,salted egg yolk,tart","everything. this was everything i hoped for and more. the onion rings were encased in a beautifully crunchy golden brown thin batter that shatter resoundingly as you bite down. , i only wish there had been more of it. share with at least 2 friends as it can get quite filling.","fact: salted egg is the new bacon. salted egg makes everything taste better. it's accompanying salted egg yolk custard sauce had the right balance of salty, tart and sweet","hoped,encased,beautifully,crunchy,golden,brown,thin,shatter,resoundingly bite,wish,share,filling","salted,new,makes,taste,accompanying,right,salty,tart,sweet","hoped,beautifully,wish,share,friends","better,sweet"
718,Salty Tau Sar Piah,"133 New Bridge Road, Singapore",Thye Moh Chan (ChinaTown Point),-,,-,,,,,
719,Sambal Clams,"27 Teck Chye Terrace, Singapore",Yaowarat Seafood,"Good, except there were way too many empty shells. Unacceptable.",,"good, except there were way too many empty shells. unacceptable.",,"good,unacceptable",,"good,unacceptable",
720,Sat Lunch.,Jul 27 at 10:52pm,wendy lim,First time eating this. Nice😋 #juzzsmee #prima #佳食面 #creamychicken #instantflatnoodles #instantnoodles #sgig #igsg #instasg #sgfoodie #sgfoodies #sgigfoodies #eatoutsg #8dayseat #whati8today #burpple #burppleSG #openricesg #hungrygowhere #singaporeeats #fooddiary #jiaklocal #iweeklyfood #onthetable #foodphotography #foodstagram #STFoodTrending,"chicken,cream,noodle,noodles,pho,rice",first time eating this. nice😋                           ,,"eating,nice,😋",,nice,
721,Satisfaction is the word.,"721 Clementi West Street 2, Singapore",Island Penang Kitchen,Beware of the long queue!,,beware of the long queue!,,"beware,long",,,
722,Saw some posts floating around my FB newsfeed on #WhiteBeehoonRestaurant’s Mala White Beehoon 麻辣白米粉 ($8.80) and I knew I have to try it ‘cos #malaislyfe!,"78 Airport Boulevard, Singapore",White Restaurant (Jewel Changi Airport),"And boy, it definitely didn’t disappoint! Smooth and slippery vermicelli, soaking up the piquant broth that comprises the restaurant’s proprietary broth and house-made Mala sauce. Loving the slight numbing, tingling sensation after each mouthful!In fact, I prefer this to the original White Beehoon. A pity it’s a seasonal dish and will be available till end of Sept only. Make it a permanent dish on the menu, @whitebeehoonrestaurant?#Sembawangwhitebeehoon #whiterestaurant #malawhitebeehoon #whitebeehoon #mala #麻辣白米粉 #白米粉","beehoon,broth,mala,vermicelli,whitebeehoon","and boy, it definitely didn’t disappoint! a pity it’s a seasonal dish and will be available till end of sept only. make it a permanent dish on the menu, ?      ","smooth and slippery vermicelli, soaking up the piquant broth that comprises the restaurant’s proprietary broth and house-made mala sauce. loving the slight numbing, tingling sensation after each mouthful!in fact, i prefer this to the original white beehoon.","definitely disappoint,seasonal,available,sept,permanent","smooth,slippery,vermicelli,soaking,piquant,comprises,proprietary,loving,slight,tingling,mouthful!in,prefer,original,white","definitely,disappoint,pity","loving,numbing,original"
723,Say yay to more chocolate flavours from @rittersport.,Singapore,Singapore,"Ritter Sport has launched premium range chocolate (Cocoa Selection) in Singapore.Made using only 3 ingredients, cocoa, sugar and milk in one variety. The three varieties are distinguished by their cocoa content (55%, 61% and 74%). For each variety, Ritter Sport uses cocoa from only one country of origin, i.e. Ghana, Nicaragua and Peru. This single-origin principle is a special feature in the volume market and aims to enable consumers to experience an entirely new dimension of cocoa as a natural raw material.","chocolate,cocoa,milk",,"ritter sport has launched premium range chocolate (cocoa selection) in singapore. made using only 3 ingredients, cocoa, sugar and milk in one variety. the three varieties are distinguished by their cocoa content (55%, 61% and 74%). for each variety, ritter sport uses cocoa from only one country of origin, i.e. ghana, nicaragua and peru. this single-origin principle is a special feature in the volume market and aims to enable consumers to experience an entirely new dimension of cocoa as a natural raw material.",,"ritter,launched,premium,distinguished,uses,ghana,single,special,aims,enable,experience,entirely new,natural,raw",,"launched,special,natural"
724,Scallions with Egg 葱油饼,5d ago,Jasmine L.,💸 $3 Very fragrant and yummy 😋,,💸 $3 very fragrant and yummy 😋,,"fragrant,yummy",,yummy,
725,Scallops ($20++).,"10 Coleman Street, Singapore",Tablescape,"🥣 Ingredients: Raw Scallops, Cucumber, Red Onion and Salmon Roe💬 Scallops are fresh, lifted by lemon zest and parsley, and served with croutons, ikura, pickled onions.💬 Seen pouring over is cucumber gazpacho with acidity coming from raspberry vinaigrette and lemon juice, and some sweetness from onions.________________________________📍TablescapeLevel 310 Coleman StreetGrand Park City HallSingapore 179809⏱Lunch – 12.00pm to 2.30pmDinner – 6.00pm to 10.30pm📞+65 6432 5566________________________________[Tasting] #cbdeats #grandparkcityhall #tablescape #foodphotography #fujifilm #burpple #eatoutsg #sgfoodies #sgfood #foodsg #instasg #foodstagram #instafood #instafood_sg #f52grams #hungrygowhere #cafesg #sgfoodblogger #europeanfood #sgig #restaurantsg #cityhall #burpplesg #chickenchop #finediningsg #singapore #finedininglovers #hotate #scallop #frenchfood","berry,chicken,chickenchop,croutons,cucumber,ikura,lemon,lemon juice,lemon zest,pho,scallop",💬 – 6.00pm to 10.30pm 📞 +65 6432 5566________________________________[tasting]                              ,"🥣 ingredients: raw scallops, cucumber, red onion and salmon roe💬 scallops are fresh, lifted by lemon zest and parsley, and served with croutons, ikura, pickled onions. seen pouring over is cucumber gazpacho with acidity coming from raspberry vinaigrette and lemon juice, and some sweetness from onions.________________________________📍tablescapelevel 310 coleman streetgrand park city hallsingapore 179809⏱lunch – 12.00pm to 2.30pmdinner",10.30pm,"🥣,raw,red,roe,fresh,lifted,zest,served,pickled,seen,pouring,cucumber,coming,raspberry,📍",,"fresh,sweetness"
726,Scrambled Eggs," 6 Scotts Road, Singapore",Maison Kayser (Scotts Square),-,,-,,,,,
727,Sea Perch,"7 Raffles Avenue, Singapore","Summer Pavilion (The Ritz-Carlton, Millenia Singapore)",Part of the dinner set meal. Nicely presented,,part of the dinner set meal. nicely presented,,"set,nicely presented",,nicely,
728,Sea urchin on dimsum?,,天寶閣中菜廳,"A splendid combination that brings to table a new level of exquisite, intense flavours and a burst of creativity. .#dimsum #thefoodchapterinhk #天寶閣 #sheratonhotelhk #foodporn #burpple #nomnom",dimsum,"a splendid combination that brings to table a new level of exquisite, intense flavours and a burst of creativity. .      ",,"splendid,brings,table,new,exquisite,intense,flavours",,"splendid,creativity",
729,Seafood Spaghetti,"2 Orchard Link, Singapore",The Coffee Bean & Tea Leaf (*SCAPE),"Similar to their creamy seafood fusilli except it’s tomato base and spaghetti. Although the prawns and scallops were fresh, I find the overall dish a little bland. I would choose the creamy seafood fusilli over this 》$14.90This is also available on Beyond 1 for 1 mains.Thanks @burpple for the invite and @coffeebeansg for hosting.","bean,beans,coffee,cream,fusilli,prawn,prawns,scallop,seafood,spaghetti,tomato",$14.90this is also available on beyond 1 for 1 mains. thanks  for the invite and  for hosting.,"similar to their creamy seafood fusilli except it’s tomato base and spaghetti. although the prawns and scallops were fresh, i find the overall dish a little bland. i would choose the creamy seafood fusilli over this 》","available,hosting","similar,creamy,fresh,find,overall,little,choose","thanks,invite",fresh
730,Seared Foie Gras And Scallops $32,"20 Craig Road, Singapore",Binomio,"Two of my favourite proteins and this looked great on paper, but I was ambivalent after tasting it. Both the foie and scallops lacked sufficient searing and the brioche was too spongy to contrast against all the other soft textures on the plate.Taste: 3/5","brioche,scallop","two of my favourite proteins and this looked great on paper, but i was ambivalent after tasting it. taste: 3/5",both the foie and scallops lacked sufficient searing and the brioche was too spongy to contrast against all the other soft textures on the plate.,"favourite,looked,great,ambivalent,tasting","lacked,sufficient,searing,spongy,contrast,soft","great,ambivalent",
731,Seeded ($12),"5 Pemimpin Drive, Singapore",The Humble Ground,"I usually get either the Cheddar & Black Pepper or Olives & Sun-dried Tomatoes loaf, but decided to try something more neutral. You get a good assortment of seeds and nuts, but some might find the black sesame's flavour a little too overwhelming. Perhaps the Country White, 20% Light Spelt or Buckwheat might be a better option. Regardless, you still get the beautiful golden brown crust and slightly chewy goodness inside!","black sesame,nut","but decided to try something more neutral. regardless, you still get the beautiful golden brown crust and slightly chewy goodness inside!","i usually get either the cheddar & black pepper or olives & sun-dried tomatoes loaf, you get a good assortment of seeds and nuts, but some might find the black sesame's flavour a little too overwhelming. perhaps the country white, 20% light spelt or buckwheat might be a better option.","decided,try,neutral,beautiful,golden,brown,slightly chewy","black,dried,good,find,little,overwhelming,white,light,buckwheat,better","beautiful,goodness","good,nuts,better"
732,Seizan Uni Ramen,"435 Orchard Road, Singapore",Seizan Uni Ramen (Wisma Atria),"Chashu, onsen egg, spring onions; uni cream broth made from fresh, premium bafun uni and 2–Michelin Star dashi.","broth,cream,egg,onsen egg,spring onions",,"chashu, onsen egg, spring onions; uni cream broth made from fresh, premium bafun uni and 2–michelin star dashi.",,"chashu,onsen,uni,cream,fresh",,fresh
733,Selar stuffed with Belachan.,"20 Merchant Road, Singapore",Ellenborough Market Café,Makes you go Chan Mali Chan! Haven’t had this for the longest time!,,makes you go chan mali chan! haven’t had this for the longest time!,,"makes,longest",,,
734,Sharing some good stuff with ya'll today!,Singapore,Singapore,"Grecobe has gotten in touch with me about these amazing green coffee that is made from pure green coffee beans extract without any additives and excipients. 🍵Grecobe helps to:1️⃣ Burn both sugar and fat2️⃣ Maintain healthy metabolism3️⃣ Preserve natural antioxidants in the body4️⃣ Decrease production of free radicalsTBH, the green coffee tastes like tea to me and has a hint of coffee taste. Good for people who don't like coffee yet want to enjoy the benefits of this.Order it from www.greenkopi.sg. #grecobe 🏃‍♂️","bean,beans,coffee,pie,tea",order it from www.greenkopi.sg.   🏃‍♂ ️,"grecobe has gotten in touch with me about these amazing green coffee that is made from pure green coffee beans extract without any additives and excipients. 🍵grecobe helps to:1️⃣ burn both sugar and fat2️⃣ maintain healthy metabolism3️⃣ preserve natural antioxidants in the body4️⃣ decrease production of free radicalstbh, the green coffee tastes like tea to me and has a hint of coffee taste. good for people who don't like coffee yet want to enjoy the benefits of this.","order,🏃,‍,♂","gotten,amazing,green,pure,extract,🍵,helps,burn,fat2️⃣,maintain,healthy,natural,free,good,like,want,enjoy",,"amazing,helps,healthy,natural,free,like,good,enjoy,benefits"
